525,Glenwood Ave & Touhy Ave,42.012701,-87.66605799999999
KA1503000012,Clark St & Lake St,41.88579466666667,-87.63110066666668
637,Wood St & Chicago Ave,41.895634,-87.672069
13216,State St & 33rd St,41.8347335,-87.6258275
18003,Fairbanks St & Superior St,41.89580766666667,-87.62025316666669
KP1705001026,LaSalle Dr & Huron St,41.894877,-87.632326
13253,Lincoln Ave & Waveland Ave,41.948797,-87.675278
KA1503000044,Rush St & Hubbard St,41.890173,-87.62618499999999
KA1504000140,Winchester Ave & Elston Ave,41.92403733333333,-87.67641483333334
TA1305000032,Clinton St & Madison St,41.882242,-87.64106600000001
TA1306000012,Wells St & Huron St,41.89475366666667,-87.63440200000001
13133,Damen Ave & Cortland St,41.915983000000004,-87.677335
SL-005,Indiana Ave & Roosevelt Rd,41.867888,-87.623041
13235,Southport Ave & Waveland Ave,41.94815,-87.66394
TA1307000139,MLK Jr Dr & 29th St,41.842052,-87.617
TA1305000009,Clark St & Ida B Wells Dr,41.8759326655,-87.63058453549999
13276,Stockton Dr & Wrightwood Ave,41.9313455,-87.63869133333333
TA1307000107,Sheridan Rd & Montrose Ave,41.96167,-87.65464
13193,Larrabee St & Webster Ave,41.921822,-87.64414000000001
KA1503000072,Wacker Dr & Washington St,41.883132,-87.637321
TA1307000166,Halsted St & Willow St,41.913865,-87.64875500000001
13285,Wood St & Taylor St (Temp),41.86926521843819,-87.67373085021973
TA1306000016,Sheffield Ave & Fullerton Ave,41.92552516666667,-87.65368583333333
13303,Clark St & Chicago Ave,41.89675,-87.63089000000001
15575,Broadway & Thorndale Ave,41.98974251144,-87.6601406209
623,Michigan Ave & 8th St,41.872287666666665,-87.6239145
TA1309000050,Lincoln Ave & Addison St,41.946176,-87.67330799999999
15445,Wentworth Ave & 33rd St,41.83452988563,-87.63182298139999
13164,Racine Ave & 18th St,41.858166,-87.65649499999999
TA1307000151,Wells St & Hubbard St,41.889905999999996,-87.634266
13158,Peoria St & Jackson Blvd,41.877641596275296,-87.64961779117584
13150,Michigan Ave & 18th St,41.857813,-87.62455
TA1308000036,Indiana Ave & 31st St,41.83884433333333,-87.62183783333332
TA1308000013,Halsted St & Archer Ave,41.847203,-87.646795
TA1306000013,New St & Illinois St,41.89084704062381,-87.6186168193817
13061,Ashland Ave & Division St,41.90345,-87.66774699999999
TA1307000048,Fort Dearborn Dr & 31st St,41.838556,-87.60821800000001
TA1308000045,Wallace St & 35th St,41.830628999999995,-87.64129
13206,Loomis St & Jackson Blvd,41.877945000000004,-87.66200699999999
13156,Aberdeen St & Monroe St,41.880419,-87.655519
TA1306000015,Morgan St & Lake St,41.8854833079,-87.6523048564
13058,Dayton St & North Ave,41.9105780349,-87.6494219288
TA1309000008,Franklin St & Adams St (Temp),41.879434091400135,-87.63550400733948
KA1504000135,Wells St & Elm St,41.90320733333333,-87.63461616666666
KA1503000064,Dusable Harbor,41.886976000000004,-87.612813
TA1305000022,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639
KA1504000079,Larrabee St & Division St,41.90348607004,-87.6433534936
KA1503000022,Clark St & Montrose Ave,41.961588,-87.666036
13109,Broadway & Berwyn Ave,41.978353000000006,-87.65975300000001
15530,Rush St & Superior St,41.89576474564,-87.62590803270001
TA1306000010,Daley Center Plaza,41.884240999999996,-87.629634
13146,Clark St & Armitage Ave,41.918306,-87.636282
15578,Broadway & Ridge Ave,41.9840446107,-87.66027382950001
KA1503000034,LaSalle St & Adams St,41.87934437346,-87.63198522129998
KA1503000059,Lake Park Ave & 53rd St,41.79949429373,-87.5864498959
TA1305000011,Michigan Ave & Lake St,41.886024,-87.624117
TA1307000061,State St & Pearson St,41.897448,-87.628722
SL-011,Wells St & Polk St,41.872596,-87.63350200000001
TA1309000010,Wabash Ave & 9th St,41.8702615,-87.62538516666666
15534,Field Blvd & South Water St,41.88634906269,-87.6175165471
TA1307000119,Clarendon Ave & Leland Ave,41.967968,-87.650001
TA1305000029,State St & Randolph St,41.884730200599996,-87.6277335692
TA1309000063,Lake Park Ave & 56th St,41.793242,-87.58778199999999
KA1504000133,Rush St & Cedar St,41.90230870122,-87.62769052799999
624,Dearborn St & Van Buren St,41.87619516666667,-87.62913033333334
KA1503000029,South Shore Dr & 67th St,41.773643,-87.567514
13323,Broadway & Sheridan Rd,41.952833,-87.64999300000001
KA1504000149,Damen Ave & Foster Ave,41.97561480459,-87.6794590387
TA1309000004,LaSalle St & Jackson Blvd,41.878166,-87.631929
18058,Leavitt St & Chicago Ave,41.895437,-87.68198466666666
WL-008,Clinton St & Roosevelt Rd,41.867053166666665,-87.64109383333331
13221,Wood St & Milwaukee Ave,41.907655,-87.672552
523,Eastlake Ter & Rogers Ave,42.020887280520604,-87.66505792737007
TA1309000025,Halsted St & Roscoe St,41.943670000000004,-87.64895
13288,Damen Ave & Charleston St,41.9200765,-87.67794466666666
658,Leavitt St & Division St,41.902997,-87.683825
TA1307000070,Damen Ave & Thomas St (Augusta Blvd),41.901315000000004,-87.677409
TA1305000041,Damen Ave & Pierce Ave,41.9093960065,-87.6776919292
13268,Damen Ave & Wellington Ave,41.935837,-87.67849433333332
15667,Western Ave & Monroe St,41.8797877089,-87.68611280799999
13084,California Ave & Milwaukee Ave,41.922695000000004,-87.697153
15655,Albany Ave & Bloomingdale Ave,41.91393833333333,-87.70515433333334
17660,California Ave & Cortez St,41.900363,-87.696704
15651,Humboldt Blvd & Armitage Ave,41.91751339399,-87.7018089555
KA1504000146,Clark St & Berwyn Ave,41.9779966544,-87.6680471047
KA1504000151,Clark St & Bryn Mawr Ave,41.983593,-87.669154
KA1503000041,McClurg Ct & Erie St,41.894503,-87.61785400000001
TA1308000046,Morgan St & 31st St,41.83783666666667,-87.65113033333333
13266,Stave St & Armitage Ave,41.917741,-87.69139200000001
TA1307000124,Michigan Ave & 14th St,41.864059000000005,-87.623727
13196,Carpenter St & Huron St,41.894515166666665,-87.65350183333334
TA1306000029,Lake Shore Dr & Ohio St,41.89257,-87.614492
TA1307000052,Sheffield Ave & Wellington Ave,41.936265999999996,-87.652662
13021,Clinton St & Lake St,41.885637,-87.641823
TA1305000002,Wabash Ave & Roosevelt Rd,41.867227,-87.625961
KA1504000116,Larrabee St & Oak St,41.90021949323,-87.6429854676
TA1305000025,Franklin St & Jackson Blvd,41.87801183333333,-87.6355415
TA1305000034,Honore St & Division St,41.903119000000004,-87.673935
15644,Central Park Ave & Elbridge Ave,41.93533728263,-87.7168892935
TA1309000030,Southport Ave & Clybourn Ave,41.920771,-87.663712
13432,Wood St & Hubbard St,41.889899,-87.67147299999999
TA1308000049,Wells St & Evergreen Ave,41.906698,-87.63511366666668
KA1504000117,Halsted St & North Branch St,41.899368439209994,-87.64847987520001
RP-007,Clark St & Touhy Ave,42.01256011541,-87.6743671152
15529,Mies van der Rohe Way & Chestnut St,41.898586651399995,-87.6219152258
SL-008,Federal St & Polk St,41.87207763285,-87.6295437729
TA1307000005,Indiana Ave & 26th St,41.845687,-87.62248100000001
13068,Western Ave & Winnebago Ave,41.915541,-87.68713016666666
TA1307000039,Clark St & Elm St,41.902972999999996,-87.63128
13045,Dearborn St & Erie St,41.893992,-87.62931800000001
SL-012,Wabash Ave & 16th St,41.860384,-87.625813
TA1307000117,Wabash Ave & Grand Ave,41.891465999999994,-87.626761
15654,Spaulding Ave & Division St,41.90270659438,-87.709219571
13263,Columbus Dr & Randolph St,41.884728,-87.61952099999999
13247,Ashland Ave & Chicago Ave,41.895965999999994,-87.66774699999999
13132,Damen Ave & Chicago Ave,41.895666833333344,-87.67708133333332
TA1308000006,Damen Ave & Grand Ave,41.891264346481535,-87.676842212677
KA1503000069,Dorchester Ave & 49th St,41.805830666666665,-87.592499
15623,Campbell Ave & Montrose Ave,41.96153733333333,-87.6911475
13006,LaSalle St & Washington St,41.882664,-87.63253
15550,Canal St & Taylor St,41.870257,-87.63947399999999
13016,St. Clair St & Erie St,41.89434513742426,-87.62279838323593
TA1308000021,Winthrop Ave & Lawrence Ave,41.968812,-87.657659
LF-005,Lake Shore Dr & North Blvd,41.911722,-87.626804
TA1309000002,Michigan Ave & Jackson Blvd,41.87785,-87.62408
TA1305000037,Paulina Ave & North Ave,41.910337,-87.67007199999999
15541,Buckingham Fountain,41.87651122881695,-87.62054800987242
13022,Streeter Dr & Grand Ave,41.892278000000005,-87.612043
KA1706005007,Delano Ct & Roosevelt Rd,41.867490999999994,-87.63219000000001
TA1308000001,Theater on the Lake,41.926277,-87.630834
13294,Greenview Ave & Diversey Pkwy,41.932573,-87.6659865
15542,Clinton St & Polk St,41.871466517790005,-87.6409491327
13245,Claremont Ave & Hirsch St,41.907781,-87.685854
13001,Michigan Ave & Washington St,41.8839840647265,-87.6246839761734
TA1309000042,Lincoln Ave & Belmont Ave,41.939408666666665,-87.6683635
13033,Milwaukee Ave & Grand Ave,41.891578,-87.648384
TA1309000024,Clark St & Schiller St,41.90810066666667,-87.63155916666666
13265,Kingsbury St & Erie St,41.89380805624359,-87.64169722795485
13071,Southport Ave & Roscoe St,41.943739,-87.66402
13085,Kedzie Ave & Milwaukee Ave,41.92960383333333,-87.70789566666667
KA1504000090,St. Louis Ave & Fullerton Ave,41.92481559681187,-87.71449506282805
535,Pulaski Rd & Congress Pkwy,41.874325,-87.72570400000001
13277,Broadway & Belmont Ave,41.940106,-87.645451
KA1504000152,Lakefront Trail & Bryn Mawr Ave,41.98403669612,-87.6523104689
TA1309000058,Lincoln Ave & Fullerton Ave,41.92593,-87.64926666666666
16994,Kilbourn Ave & Milwaukee Ave,41.948803000000005,-87.73998116666668
13278,Broadway & Cornelia Ave,41.945529,-87.646439
E002,Chicago Ave & Washington St,42.032562,-87.679101
KA1504000080,Washtenaw Ave & Lawrence Ave,41.96867133333333,-87.6961615
TA1308000022,Pine Grove Ave & Irving Park Rd,41.954316166666665,-87.64809816666668
TA1309000027,Sheridan Rd & Buena Ave,41.958494,-87.654966
KA1504000155,2112 W Peterson Ave,41.991178000000005,-87.683593
TA1305000014,Clark St & Wrightwood Ave,41.929571,-87.64309033333332
TA1308000031,Logan Blvd & Elston Ave,41.929404999999996,-87.68418683333331
KA1504000164,Keystone Ave & Montrose Ave,41.96110801623,-87.7289701012
15640,Avers Ave & Belmont Ave,41.939408,-87.723574
620,Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536
TA1309000061,Halsted St & Wrightwood Ave,41.929142999999996,-87.649077
TA1308000050,Wells St & Concord Ln,41.912133000000004,-87.634656
13379,Clarendon Ave & Gordon Ter,41.95786233333333,-87.649478
13389,Clarendon Ave & Junior Ter,41.961003999999996,-87.649603
KA1504000161,St. Louis Ave & Balmoral Ave,41.98039423475,-87.7161149615
TA1307000149,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393
13224,Ashland Ave & Blackhawk St,41.907066,-87.667252
TA1306000009,Larrabee St & Kingsbury St,41.897764,-87.642884
605,University Library (NU),42.052939,-87.673447
KA1504000134,Ritchie Ct & Banks St,41.90704933333333,-87.62598233333334
KA1503000007,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924
520,Greenview Ave & Jarvis Ave,42.015962,-87.66856999999999
13144,Seeley Ave & Roscoe St,41.943403,-87.679618
517,Clark St & Jarvis Ave,42.0159715,-87.67504016666666
638,Clinton St & Jackson Blvd,41.878063833333336,-87.64004366666668
KA1503000070,Harper Ave & 59th St,41.78794281287,-87.5883151702
13197,Elizabeth (May) St & Fulton St,41.886616486027656,-87.65803992748259
13191,Sedgwick St & Webster Ave,41.922167,-87.638888
KA1504000175,Glenwood Ave & Morse Ave,42.00797192287,-87.66550239440001
13008,Millennium Park,41.8810317,-87.62408432
TA1307000006,Southport Ave & Wellington Ave,41.935733,-87.663576
13338,Mies van der Rohe Way & Chicago Ave,41.89691,-87.62174300000001
13011,Canal St & Adams St,41.879255,-87.639904
KA1504000159,Sheridan Rd & Greenleaf Ave,42.010586562840004,-87.66241209479999
13292,Kedzie Ave & Palmer Ct,41.921525,-87.70732199999999
RN-,Franklin St & Illinois St,41.89102331025185,-87.63547986745834
13256,California Ave & Division St,41.903029,-87.697474
TA1308000029,Stetson Ave & South Water St,41.886835,-87.62232
15491,63rd St Beach,41.78101637195999,-87.5761197602
TA1309000021,Paulina St & Montrose Ave,41.961507,-87.671387
13354,Ashland Ave & 13th St,41.865234,-87.666507
TA1307000159,Paulina St & 18th St,41.857901,-87.668745
TA1309000037,Kimbark Ave & 53rd St,41.799568,-87.594747
KA1504000158,Oakley Ave & Irving Park Rd,41.95434085219,-87.6860796243
13332,Loomis St & Lexington St,41.872187,-87.661501
TA1308000005,Leavitt St & North Ave,41.910140000000006,-87.68235233333333
TA1307000138,Lincoln Ave & Roscoe St,41.94334,-87.67097
KA1503000040,Loomis St & Archer Ave,41.84163253965,-87.6574349533
TA1307000134,Wilton Ave & Belmont Ave,41.94018,-87.65304
13136,Damen Ave & Division St,41.903265999999995,-87.678435
TA1308000035,Lake Park Ave & 47th St,41.809443,-87.591875
TA1309000029,Leavitt St & Armitage Ave,41.917805,-87.682437
13154,Sheffield Ave & Kingsbury St,41.910522,-87.65310600000001
13135,Blue Island Ave & 18th St,41.857556,-87.661535
13096,California Ave & 21st St,41.853804,-87.69574200000001
TA1309000012,Damen Ave & Sunnyside Ave,41.96325,-87.67925799999999
13304,Racine Ave & 15th St,41.861267,-87.656625
KA1504000076,Ellis Ave & 55th St,41.79430062054001,-87.6014497734
SL-007,State St & Harrison St,41.874053,-87.627716
657,Wood St & Augusta Blvd,41.899181,-87.6722
TA1309000018,Ravenswood Ave & Berteau Ave,41.957921,-87.673567
13029,Field Museum,41.865312,-87.617867
TA1306000002,Morgan Ave & 14th Pl,41.862378,-87.651062
TA1309000035,Clark St & Winnemac Ave,41.97338333333333,-87.66773616666669
13307,Laflin St & Cullerton St,41.85491457576575,-87.66355991363525
643,Smith Park,41.891996166666665,-87.68938299999999
13325,Broadway & Waveland Ave,41.949073999999996,-87.648636
TA1305000039,Marshfield Ave & Cortland St,41.91604933333333,-87.6689225
TA1307000144,Wolcott (Ravenswood) Ave & Montrose Ave,41.96144316666667,-87.67620366666668
18062,Aberdeen St & Randolph St,41.884114000000004,-87.654264
13073,Ashland Ave & Lake St,41.88585116666667,-87.6671645
TA1309000026,Lincoln Ave & Belle Plaine Ave,41.95602616666667,-87.68023516666666
15621,Albany Ave & Montrose Ave,41.961040999999994,-87.705866
TA1308000009,Shore Dr & 55th St,41.795212,-87.580715
TA1307000044,Clinton St & 18th St,41.85795,-87.640826
13143,Damen Ave & Melrose Ave,41.940571666666656,-87.67868916666669
20121,Loomis Blvd & 84th St,41.741487,-87.65841
TA1309000007,Franklin St & Monroe St,41.880317,-87.63518499999999
KA1504000127,Manor Ave & Leland Ave,41.965875,-87.700825
13063,Sheridan Rd & Irving Park Rd,41.954245,-87.65440600000001
TA1307000150,Pine Grove Ave & Waveland Ave,41.94947274088333,-87.64645278453827
13341,Canal St & Madison St,41.882090999999996,-87.639833
13179,Clark St & Lincoln Ave,41.9157335,-87.63461466666666
13296,Ashland Ave & Wrightwood Ave,41.92883,-87.66850699999999
TA1309000023,Sheffield Ave & Wrightwood Ave,41.928712,-87.65383299999999
13108,Broadway & Argyle St,41.973815,-87.65966
TA1307000142,Clark St & Drummond Pl,41.931248,-87.644336
TA1309000039,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427
TA1309000043,Southport Ave & Irving Park Rd,41.954177,-87.664358
KA17018054,Damen Ave & Walnut (Lake) St,41.885919666666666,-87.67707300000002
SL-006,Wells St & 19th St,41.856802,-87.63387900000001
13192,Halsted St & Dickens Ave,41.919936,-87.64883
TA1308000014,Normal Ave & Archer Ave,41.849556666666665,-87.64060433333331
331,Halsted St & Clybourn Ave,41.909667999999996,-87.648128
TA1307000158,Damen Ave & Leland Ave,41.96710316666667,-87.6790435
13128,Clark St & North Ave,41.911974,-87.63194200000001
TA1305000005,Dearborn St & Adams St,41.8793563587,-87.62979103629999
TA1306000014,Wilton Ave & Diversey Pkwy,41.932418,-87.65270500000001
TA1307000131,Wabash Ave & Wacker Pl,41.886875,-87.62603
TA1306000032,Sheffield Ave & Willow St,41.913688,-87.652855
KA1504000082,Kedzie Ave & Harrison St,41.8736,-87.704871
SL-009,Clark St & 9th St (AMLI),41.870816,-87.63124599999999
TA1307000041,Lake Shore Dr & Wellington Ave,41.936688449499705,-87.63682901859283
TA1309000019,Lakeview Ave & Fullerton Pkwy,41.92582616666667,-87.63898233333332
13137,Broadway & Barry Ave,41.93761283333333,-87.64412966666669
13434,Ashland Ave & Grand Ave,41.891082166666656,-87.6667135
TA1307000126,Sheffield Ave & Waveland Ave,41.949399,-87.65452900000001
13194,Ogden Ave & Race Ave,41.89182266666667,-87.65879433333332
13017,Franklin St & Chicago Ave,41.89674697309381,-87.63566762208939
TA1307000140,Western Ave & Leland Ave,41.96649453206122,-87.68841862678528
15622,California Ave & Montrose Ave,41.961068,-87.69543900000001
13430,LaSalle St & Illinois St,41.89080633333333,-87.63156666666669
KA1503000002,South Shore Dr & 71st St,41.7664094567,-87.5656875719
TA1305000003,Fairbanks Ct & Grand Ave,41.89184737210993,-87.62058019638063
13431,Adler Planetarium,41.866095,-87.60726700000001
TA1307000120,Green St & Madison St,41.881892,-87.64878900000001
WL-012,Clinton St & Washington Blvd,41.883379999999995,-87.64116999999999
18069,Cherry Ave & Blackhawk St,41.907221,-87.655618
TA1309000067,Cottage Grove Ave & 51st St,41.803038,-87.606615
KA1504000097,Drake Ave & Montrose Ave,41.961154075690004,-87.7165690733
15571,Broadway & Granville Ave,41.99473316666667,-87.660209
15689,California Ave & 23rd Pl,41.84910969176,-87.6951398068
TA1307000064,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617
KA1503000047,Perry Ave & 69th St,41.76929308995,-87.6281959291
13102,Calumet Ave & 18th St,41.857611,-87.619407
TA1307000111,Franklin St & Lake St,41.885837,-87.6355
13056,Canal St & Monroe St,41.88169,-87.63953000000001
13036,Michigan Ave & Madison St,41.881901166666665,-87.6251145
13427,Cityfront Plaza Dr & Pioneer Ct,41.890572999999996,-87.622072
SL-010,Financial Pl & Ida B Wells Dr,41.8750236280333,-87.6330940425396
18067,Walsh Park,41.914609999999996,-87.667968
13398,Blackstone Ave & Hyde Park Blvd,41.802562,-87.59036800000001
13353,Ada St & Washington Blvd,41.882857,-87.6611585
TA1305000006,Dearborn St & Monroe St,41.881319815,-87.6295209193
TA1309000036,Burling St & Diversey Pkwy,41.93314,-87.64775999999999
TA1305000030,Clark St & Randolph St,41.884576228,-87.63188991
TA1305000010,Michigan Ave & Ida B Wells Dr,41.87618783333333,-87.624402
TA1306000026,Racine Ave & Fullerton Ave,41.92556258,-87.65840426
654,Racine Ave & Washington Blvd,41.883072999999996,-87.656952
TA1308000019,Racine Ave & Belmont Ave,41.939747333333344,-87.65883216666668
13165,Racine Ave & 13th St,41.865054,-87.656959
13409,Sangamon St & Washington Blvd,41.883165000000005,-87.6511
WL-011,Jefferson St & Monroe St,41.880421999999996,-87.642746
15646,California Ave & Altgeld St,41.926641833333335,-87.69780033333332
KA1504000104,Paulina St & Flournoy St,41.87295,-87.66913000000001
13300,Lake Shore Dr & Monroe St,41.880958,-87.616743
13269,Ashland Ave & Wellington Ave,41.936083,-87.66980699999999
TA1308000026,Wentworth Ave & 24th St (Temp),41.850083693475774,-87.6321405172348
644,Western Ave & Fillmore St,41.868563,-87.686234
15650,Spaulding Ave & Armitage Ave,41.91710803478932,-87.71022096276283
TA1307000113,Southport Ave & Wrightwood Ave,41.928773,-87.663913
TA1307000128,Dearborn Pkwy & Delaware Pl,41.899047499999995,-87.62992833333334
TA1306000008,Larrabee St & North Ave,41.91021,-87.6435
636,Orleans St & Hubbard St,41.890028,-87.636618
TA1307000143,Sedgwick St & Schiller St,41.9075635,-87.6385625
KA150400009X,Kimball Ave & Belmont Ave,41.939398,-87.711561
TA1307000130,Morgan St & Polk St,41.871736999999996,-87.65103
18016,Bernard St & Elston Ave,41.949923,-87.713949
TA1307000062,Sedgwick St & Huron St,41.894666,-87.638437
LP-,Lincoln Park Conservatory,41.92393131136619,-87.63582453131676
13050,State St & Kinzie St,41.889187,-87.62775400000001
13243,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391
E011,Dodge Ave & Main St,42.034832,-87.6991795
KA1503000014,Ellis Ave & 60th St,41.785097146359995,-87.60107276059999
RP-009,Sheridan Rd & Loyola Ave,42.00104377979,-87.66119824329999
KA1504000129,Western Ave & Granville Ave,41.994184499999996,-87.68942416666668
13138,Canal St & Jackson Blvd,41.877245,-87.63936600000001
KA1503000052,Ellis Ave & 53rd St,41.79933626261,-87.6009581145
18017,Central Park Ave & Bloomingdale Ave,41.914165999999994,-87.716755
TA1309000032,Elston Ave & Wabansia Ave,41.91294716666667,-87.66418416666669
TA1307000160,Prairie Ave & Garfield Blvd,41.794853,-87.618691
15632,Talman Ave & Addison St,41.946638666666665,-87.69468766666668
15545,Burnham Harbor,41.856268,-87.613348
20239,Marquette Ave & 89th St,41.73366879071472,-87.55834221839905
TA1308000002,Greenwood Ave & 47th St,41.809835,-87.59938299999999
TA1309000049,Lake Shore Dr & Belmont Ave,41.940775,-87.63919200000001
13289,Eckhart Park,41.89637337,-87.66098386
TA1307000121,Halsted St & Polk St,41.87184,-87.64664
13139,Throop St & Taylor St,41.868968,-87.659141
13053,Green St & Randolph St,41.883668,-87.64867
632,Clark St & Newport St,41.94454,-87.654678
536,Kostner Ave & Lake St,41.885928,-87.73541
13271,Damen Ave & Clybourn Ave,41.931931,-87.677856
13034,Michigan Ave & Pearson St,41.897659999999995,-87.62351
TA1307000001,Greenview Ave & Fullerton Ave,41.925329999999995,-87.6658
13290,Noble St & Milwaukee Ave,41.90068,-87.6626
TA1307000115,Clybourn Ave & Division St,41.904613,-87.640552
Hubbard Bike-checking (LBS-WH-TEST),Base - 2132 W Hubbard Warehouse,41.88995451607409,-87.68065094947815
15652,Central Park Ave & North Ave,41.90965687563,-87.7166319516
KA1503000015,Wabash Ave & Adams St,41.87947235235,-87.6256886059
TA1307000066,Damen Ave & Coulter St,41.8491195,-87.67570183333332
KA1504000162,Clark St & Lunt Ave,42.009074,-87.67419
TA1305000035,State St & Van Buren St,41.877181,-87.627844
15443,Shields Ave & 28th Pl,41.84284333333333,-87.63548
13059,Bissell St & Armitage Ave,41.918440000000004,-87.65222
KA1503000038,Shields Ave & 31st St,41.838464,-87.635406
KA1503000066,Wood St & 35th St,41.830104654159996,-87.67029830889999
TA1307000163,Clifton Ave & Armitage Ave,41.918215999999994,-87.656936
TA1309000001,Halsted St & Maxwell St,41.864883,-87.647071
TA1309000055,Emerald Ave & 31st St,41.838198,-87.645143
514,Ridge Blvd & Howard St,42.019276,-87.68451999999999
KA1504000103,Western Ave & Walton St,41.89841768945,-87.68659601639999
15535,Desplaines St & Randolph St,41.88461618962,-87.6445705849
TA1307000153,Emerald Ave & 28th St,41.843579999999996,-87.645368
13217,Calumet Ave & 33rd St,41.8349,-87.61793
15446,Racine Ave & 35th St,41.83069611252,-87.6559759116
13160,May St & Taylor St,41.8694821,-87.6554864
KA1503000043,Kingsbury St & Kinzie St,41.88917683258,-87.6385057718
TA1306000003,Desplaines St & Kinzie St,41.888716036,-87.6444478533
15442,Ashland Ave & Archer Ave,41.83920868403,-87.6656098589
15539,Desplaines St & Jackson Blvd,41.878161166666665,-87.64428766666668
KA1503000032,Union Ave & Root St,41.819102,-87.64327800000001
13345,Calumet Ave & 35th St,41.831379,-87.618034
13162,Halsted St & 21st St,41.85377981072743,-87.6466029882431
13157,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743
TA1307000129,State St & 35th St,41.8310363140161,-87.62679755687714
RP-005,Western Ave & Lunt Ave,42.0085943972,-87.69049223889999
KA1503000027,Prairie Ave & 43rd St,41.81665889302,-87.61941246190001
TA1305000020,Ogden Ave & Chicago Ave,41.896362458,-87.65406127290001
TA1306000025,Racine Ave & Congress Pkwy,41.87464,-87.65703
16010,Keystone Ave & Fullerton Ave,41.92459,-87.72785
TA1309000064,Wolcott Ave & Polk St,41.871262,-87.673688
KA1504000142,Drake Ave & Addison St,41.947326000000004,-87.717582
KA1503000074,Museum of Science and Industry,41.79172820953,-87.58394500899999
TA1309000011,Ellis Ave & 58th St,41.788746,-87.601334
KA1503000013,Princeton Ave & Garfield Blvd,41.794982,-87.633124
KA1503000020,South Shore Dr & 74th St,41.76218896038,-87.55927465
TA1307000164,Woodlawn Ave & 55th St,41.795264,-87.596471
KA1503000071,University Ave & 57th St,41.791478000000005,-87.599861
KA1503000068,Leavitt St & Archer Ave,41.82879201994,-87.6806044594
KA1503000065,Woodlawn Ave & Lake Park Ave,41.81409271048,-87.5970051479
13257,Campbell Ave & North Ave,41.910534999999996,-87.68955600000001
TA1308000007,MLK Jr Dr & 47th St,41.809851,-87.616279
13326,Canal St & Harrison St,41.874255,-87.639573
TA1309000059,Racine Ave & Wrightwood Ave,41.928886999999996,-87.658971
KA1504000109,Washtenaw Ave & Ogden Ave,41.86193049278259,-87.69345045089722
13099,Halsted St & 18th St,41.857499,-87.646277
TA1307000127,Clark St & Grace St,41.95078,-87.659172
13258,California Ave & North Ave,41.91044,-87.6972
13155,Racine Ave & Randolph St,41.884069000000004,-87.656853
KA1504000148,Clark St & Elmdale Ave,41.990860448125574,-87.66972362995148
13319,Ashland Ave & Grace St,41.950687,-87.6687
